"帳票名","仕訳日記帳"
"書式名","汎用形式"
"事業所名","㈱コムテックエンタープライズ"
"処理日時","2026/09/09","14:05:26"
"検索条件",""
"集計期間","2025/07/01","2026/06/30","決算仕訳を含む"
"当日仕訳","NO"
"[表題行]","日付","伝票No.","決算","調整","付箋1","付箋2","タイプ","生成元","借方勘定科目","借方補助科目","借方部門","借方税区分","借方税計算区分","借方金額","借方税額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方税計算区分","貸方金額","貸方税額","摘要","請求書区分","仕入税額控除","期日","番号","仕訳メモ","作業日付","仕訳番号"
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",323,,"楽天カード","","","対象外","",323,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26538
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",785,,"楽天カード","","","対象外","",785,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26539
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",16215,,"楽天カード","","","対象外","",16215,,"ｿﾌﾄﾊﾞﾝｸM(04ｶﾞﾂ)","","","",,"","2026/08/12",26540
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","水道光熱費","","","課対仕入10%","",16332,,"楽天カード","","","対象外","",16332,,"ｿﾌﾄﾊﾞﾝｸﾃﾞﾝｷ","","","",,"","2026/08/12",26541
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",453,,"楽天カード","","","対象外","",453,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26542
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ﾈｯﾄﾌﾘｯｸｽ","","","",,"","2026/08/12",26543
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（東海）","","","",,"","2026/08/12",26544
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",990,,"楽天カード","","","対象外","",990,,"AMAZON.CO.JP","","","",,"","2026/08/12",26545
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26546
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",2310,,"楽天カード","","","対象外","",2310,,"桔梗屋  大須店","","","",,"","2026/08/12",26547
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",795,,"楽天カード","","","対象外","",795,,"ﾄﾂﾌﾟﾜﾝﾏﾂﾊﾞｺｳｴﾝﾃﾝ","","","",,"","2026/08/12",26548
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26549
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",645,,"楽天カード","","","対象外","",645,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26550
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",7461,,"楽天カード","","","対象外","",7461,,"ﾐﾉｼﾞﾔｸﾞﾏﾄｵﾘﾃﾝ","","","",,"","2026/08/12",26551
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2900,,"楽天カード","","","対象外","",2900,,"GOOGLE GOOGLE ONE","","","",,"","2026/08/12",26552
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26553
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",290,,"楽天カード","","","対象外","",290,,"楽天ＳＰ  スガキコシステムズアプリ","","","",,"","2026/08/12",26554
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2900,,"楽天カード","","","対象外","",2900,,"GOOGLE GOOGLE ONE","","","",,"","2026/08/12",26555
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",290,,"楽天カード","","","対象外","",290,,"GOOGLE GOOGLE ONE","","","",,"","2026/08/12",26556
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",8972,,"楽天カード","","","対象外","",8972,,"ｸﾗｽﾒｿﾂﾄﾞ(ｶ","","","",,"","2026/08/12",26557
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（東海）","","","",,"","2026/08/12",26558
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",635,,"楽天カード","","","対象外","",635,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26559
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26560
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",485,,"楽天カード","","","対象外","",485,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26561
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",9548,,"楽天カード","","","対象外","",9548,,"ｱﾐﾔｷﾃｲﾀｶﾊﾞﾀﾃﾝ","","","",,"","2026/08/12",26562
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",407,,"楽天カード","","","対象外","",407,,"AMAZON.CO.JP","","","",,"","2026/08/12",26563
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1628,,"楽天カード","","","対象外","",1628,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26564
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",4860,,"楽天カード","","","対象外","",4860,,"ロート通販","","","",,"","2026/08/12",26565
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26566
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2090,,"楽天カード","","","対象外","",2090,,"GOOGLE*WORKSPACE","","","",,"","2026/08/23",28161
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",7590,,"楽天カード","","","対象外","",7590,,"APPLE COM BILL","","","",,"","2026/08/12",26568
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",4990,,"楽天カード","","","対象外","",4990,,"ｺｰﾋｰｷｬﾛｯﾄ","","","",,"","2026/08/12",26569
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",902,,"楽天カード","","","対象外","",902,,"ｷﾞﾖｳｻﾞﾉｵｳｼﾖｳ ｲｵﾝﾀ","","","",,"","2026/08/12",26570
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",2189,,"楽天カード","","","対象外","",2189,,"ユーネクストサービス利用料","","","",,"","2026/08/12",26571
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",510,,"楽天カード","","","対象外","",510,,"ＥＴＣカード売上","","","",,"","2026/08/12",26572
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",390,,"楽天カード","","","対象外","",390,,"ＥＴＣカード売上","","","",,"","2026/08/12",26573
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",530,,"楽天カード","","","対象外","",530,,"ＥＴＣカード売上","","","",,"","2026/08/12",26574
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",530,,"楽天カード","","","対象外","",530,,"ＥＴＣカード売上","","","",,"","2026/08/12",26575
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"ＥＴＣカード売上","","","",,"","2026/08/12",26576
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"ＥＴＣカード売上","","","",,"","2026/08/12",26577
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26578
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",2605,,"楽天カード","","","対象外","",2605,,"ａｕ  ご利用代金  ４月ご利用分","","","",,"","2026/08/12",26579
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",8889,,"楽天カード","","","対象外","",8889,,"ＵＱ  ｍｏｂｉｌｅご利用料金","","","",,"","2026/08/12",26580
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",450,,"楽天カード","","","対象外","",450,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26581
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",700,,"楽天カード","","","対象外","",700,,"楽天ＳＰ  ＮＥＸＣＯ中日本ＳＡ ＰＡ","","","",,"","2026/08/12",26582
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",300,,"楽天カード","","","対象外","",300,,"楽天ＳＰ  マクドナルドアプリ","","","",,"","2026/08/12",26583
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1070,,"楽天カード","","","対象外","",1070,,"楽天ＳＰ  マクドナルドアプリ","","","",,"","2026/08/12",26584
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",630,,"楽天カード","","","対象外","",630,,"ＥＴＣカード売上","","","",,"","2026/08/12",26585
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",520,,"楽天カード","","","対象外","",520,,"ＥＴＣカード売上","","","",,"","2026/08/12",26586
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",820,,"楽天カード","","","対象外","",820,,"ＥＴＣカード売上","","","",,"","2026/08/12",26587
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",820,,"楽天カード","","","対象外","",820,,"ＥＴＣカード売上","","","",,"","2026/08/12",26588
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",180,,"楽天カード","","","対象外","",180,,"ＥＴＣカード売上","","","",,"","2026/08/12",26589
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",910,,"楽天カード","","","対象外","",910,,"ＥＴＣカード売上","","","",,"","2026/08/12",26590
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",180,,"楽天カード","","","対象外","",180,,"ＥＴＣカード売上","","","",,"","2026/08/12",26591
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",790,,"楽天カード","","","対象外","",790,,"ＥＴＣカード売上","","","",,"","2026/08/12",26592
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1510,,"楽天カード","","","対象外","",1510,,"ＥＴＣカード売上","","","",,"","2026/08/12",26593
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",300,,"楽天カード","","","対象外","",300,,"ＥＴＣカード売上","","","",,"","2026/08/12",26594
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1500,,"楽天カード","","","対象外","",1500,,"ＥＴＣカード売上","","","",,"","2026/08/12",26595
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",622,,"楽天カード","","","対象外","",622,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26596
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1383,,"楽天カード","","","対象外","",1383,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",26597
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",6746,,"楽天カード","","","対象外","",6746,,"ＥＮＥＯＳ－ＳＳ","","","",,"","2026/08/12",26598
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",820,,"楽天カード","","","対象外","",820,,"ＥＴＣカード売上","","","",,"","2026/08/12",26599
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",820,,"楽天カード","","","対象外","",820,,"ＥＴＣカード売上","","","",,"","2026/08/12",26600
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",180,,"楽天カード","","","対象外","",180,,"ＥＴＣカード売上","","","",,"","2026/08/12",26601
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",910,,"楽天カード","","","対象外","",910,,"ＥＴＣカード売上","","","",,"","2026/08/12",26602
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",730,,"楽天カード","","","対象外","",730,,"ＥＴＣカード売上","","","",,"","2026/08/12",26603
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ＥＴＣカード売上","","","",,"","2026/08/12",26604
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ＥＴＣカード売上","","","",,"","2026/08/12",26605
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",2960,,"楽天カード","","","対象外","",2960,,"ＥＴＣカード売上","","","",,"","2026/08/12",26606
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",2100,,"楽天カード","","","対象外","",2100,,"ＥＴＣカード売上","","","",,"","2026/08/12",26607
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",390,,"楽天カード","","","対象外","",390,,"ＥＴＣカード売上","","","",,"","2026/08/12",26608
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",510,,"楽天カード","","","対象外","",510,,"ＥＴＣカード売上","","","",,"","2026/08/12",26609
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",530,,"楽天カード","","","対象外","",530,,"ＥＴＣカード売上","","","",,"","2026/08/12",26610
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"ＥＴＣカード売上","","","",,"","2026/08/12",26611
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",530,,"楽天カード","","","対象外","",530,,"ＥＴＣカード売上","","","",,"","2026/08/12",26612
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"ＥＴＣカード売上","","","",,"","2026/08/12",26613
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",5728,,"楽天カード","","","対象外","",5728,,"ＥＮＥＯＳ－ＳＳ","","","",,"","2026/08/12",26614
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ＥＴＣカード売上","","","",,"","2026/08/12",26615
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",2940,,"楽天カード","","","対象外","",2940,,"ＥＴＣカード売上","","","",,"","2026/08/12",26616
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1350,,"楽天カード","","","対象外","",1350,,"ＥＴＣカード売上","","","",,"","2026/08/12",26617
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1360,,"楽天カード","","","対象外","",1360,,"ＥＴＣカード売上","","","",,"","2026/08/12",26618
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",890,,"楽天カード","","","対象外","",890,,"ＥＴＣカード売上","","","",,"","2026/08/12",26619
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",3950,,"楽天カード","","","対象外","",3950,,"ＥＴＣカード売上","","","",,"","2026/08/12",26620
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",2592,,"楽天カード","","","対象外","",2592,,"ﾀﾞｲｵ-ｽﾞｼﾞﾔﾊﾟﾝ","","","",,"","2026/08/12",26621
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",1470,,"楽天カード","","","対象外","",1470,,"ＥＴＣカード売上","","","",,"","2026/08/12",26622
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",530,,"楽天カード","","","対象外","",530,,"ＥＴＣカード売上","","","",,"","2026/08/12",26623
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",560,,"楽天カード","","","対象外","",560,,"ＥＴＣカード売上","","","",,"","2026/08/12",26624
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",480,,"楽天カード","","","対象外","",480,,"ＥＴＣカード売上","","","",,"","2026/08/12",26625
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",390,,"楽天カード","","","対象外","",390,,"ＥＴＣカード売上","","","",,"","2026/08/12",26626
"[明細行]","2026/06/29",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",390,,"楽天カード","","","対象外","",390,,"ＥＴＣカード売上","","","",,"","2026/08/12",26627
"[日次合計行]","","","","","","","","","","","","","",456491,0,"","","","","",456491,0,"","","","","","","",""
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","長期借入金","三菱/83,000/1000万","","対象外","",23000,,"普通　三菱UFJ銀行","","","対象外","",23000,,"ご返済","","","",,"","2026/08/14",27085
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","支払利息","三菱/83,000/1000万","","対象外","",6194,,"普通　三菱UFJ銀行","","","対象外","",6194,,"ご融資利息","","","",,"","2026/08/14",27086
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","長期借入金","三菱/119,000/1000万新","","対象外","",30000,,"普通　三菱UFJ銀行","","","対象外","",30000,,"ご返済","","","",,"","2026/08/14",27087
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","支払利息","三菱/119,000/1000万新","","対象外","",7791,,"普通　三菱UFJ銀行","","","対象外","",7791,,"ご融資利息","","","",,"","2026/08/14",27088
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","長期借入金","三菱/178,000/1500万","","対象外","",45000,,"普通　三菱UFJ銀行","","","対象外","",45000,,"ご返済","","","",,"","2026/08/14",27089
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","支払利息","三菱/178,000/1500万","","対象外","",11689,,"普通　三菱UFJ銀行","","","対象外","",11689,,"ご融資利息","","","",,"","2026/08/12",25833
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","長期借入金","三菱/125,000/1500万","","対象外","",52000,,"普通　三菱UFJ銀行","","","対象外","",52000,,"ご返済","","","",,"","2026/08/14",27090
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","支払利息","三菱/125,000/1500万","","対象外","",14653,,"普通　三菱UFJ銀行","","","対象外","",14653,,"ご融資利息","","","",,"","2026/08/14",27091
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",18647,,"普通　三菱UFJ銀行","","","対象外","",18647,,"電話　5月分","","","",,"","2026/08/15",27139
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",10780,,"普通　三菱UFJ銀行","","","対象外","",10780,,"ドコモビジネス　5月分","","","",,"","2026/08/15",27165
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","リース料","","","課対仕入10%","",17160,,"普通　三菱UFJ銀行","","","対象外","",17160,,"オリツクス　（カ","","","",,"","2026/08/12",25838
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","複合","","","対象外","",49107,,"普通　三菱UFJ銀行","","","対象外","",49107,,"金融公庫","","","",,"","2026/08/21",27825
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","複合","","","対象外","",165531,,"普通　三菱UFJ銀行","","","対象外","",165531,,"ソウゴウフリコミ　　　ＢＩＺ","","","",,"","2026/08/12",25840
"[明細行]","2026/06/30",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",65615,,"売掛金","東海オートメーション㈱","","対象外","",65615,,"トウカイオ－トメ－シヨン（カ","","","",,"","2026/08/12",25841
"[明細行]","2026/06/30",,"","NO","","","","","賃借料","後藤","","課対仕入10%","",127600,,"複合","","","対象外","",127600,,"家賃　林ビル　後藤三枝子　7月分","","","",,"","2026/08/12",26832
"[明細行]","2026/06/30",,"","NO","","","","","雑費","千葉","","課対仕入10%","",32931,,"複合","","","対象外","",32931,,"千葉会計　顧問料　","","","",,"","2026/08/12",26830
"[明細行]","2026/06/30",,"","NO","","","","","賃借料","兵頭","","課対仕入10%","",5000,,"複合","","","対象外","",5000,,"駐車料　兵頭","","","",,"","2026/08/12",26831
"[明細行]","2026/06/30",,"","NO","","","","","雑費","千葉","","課対仕入10%","",3369,,"預り金","源泉所得税","","対象外","",3369,,"千葉会計　源泉所得税　","","","",,"","2026/08/12",26849
"[明細行]","2026/06/30",,"","NO","","","","","長期借入金","三井/42,000/500万","","対象外","",10000,,"普通　三井住友銀行","","","対象外","",10000,,"証書借入返済","","","",,"","2026/08/14",27011
"[明細行]","2026/06/30",,"","NO","","","","","支払利息","三井/42,000/500万","","対象外","",4328,,"普通　三井住友銀行","","","対象外","",4328,,"証書借入利息","","","",,"","2026/08/14",27010
"[明細行]","2026/06/30",,"","NO","","","","","支払手数料","","","課対仕入10%","",385,,"売掛金","東海オートメーション㈱","","対象外","",385,,"振込手数料　相殺","","","",,"","2026/08/14",27128
"[明細行]","2026/06/30",,"","NO","","","","","売掛金","東海オートメーション㈱","","対象外","",66000,,"売上高（5種）","東海オートメーション㈱","","簡売五10%","",66000,,"東海オートメーション㈱　","","","",,"","2026/08/14",27110
"[明細行]","2026/06/30",,"","NO","","","","","売掛金","日本カラリング㈱","","対象外","",445500,,"売上高（5種）","日本カラリング㈱","","簡売五10%","",445500,,"日本カラリング㈱　","","","",,"","2026/08/20",27569
"[明細行]","2026/06/30",,"","NO","","","","","売上高（5種）","日本カラリング㈱","","簡売五10%","",5022,,"売掛金","日本カラリング㈱","","対象外","",5022,,"日本カラリング㈱　値引　","","","",,"","2026/08/20",27570
"[明細行]","2026/06/30",,"","NO","","","","","長期借入金","日本/93,000/1000万","","対象外","",40000,,"複合","","","対象外","",40000,,"日本政策金融公庫","","","",,"","2026/08/21",27823
"[明細行]","2026/06/30",,"","NO","","","","","支払利息","日本/93,000/1000万","","対象外","",9107,,"複合","","","対象外","",9107,,"日本政策金融公庫","","","",,"","2026/08/21",27824
"[明細行]","2026/06/30",,"","NO","","","","","消費税","","","対象外","",35000,,"未払消費税","","","対象外","",35000,,"消費税当期分","","","",,"","2026/08/21",28012
"[明細行]","2026/06/30",,"本決","NO","","","","","[製]期首仕掛品","","","対象外","",2808000,,"仕掛品","","","対象外","",2808000,,"期首仕掛品","","","",,"","2026/08/21",28078
"[明細行]","2026/06/30",,"本決","NO","","","","","仕掛品","","","対象外","",220000,,"[製]期末仕掛品","","","対象外","",220000,,"期末仕掛品","","","",,"","2026/08/21",28079
"[明細行]","2026/06/30",,"本決","NO","","","","","前受金","","","対象外","",297000,,"売上高（5種）","ジェイエイ・トービス㈱","","簡売五10%","",297000,,"期首振替　ジェイエイ・トービス㈱　R7.07～R08.03","","","",,"","2026/08/15",27295
"[明細行]","2026/06/30",,"本決","NO","","","","","前受金","","","対象外","",82500,,"売上高（5種）","㈱浜島書店","","簡売五10%","",82500,,"期首振替　㈱浜島書店　R7.07","","","",,"","2026/08/15",27297
"[明細行]","2026/06/30",,"本決","NO","","","","","前受金","","","対象外","",8000,,"売上高（5種）","㈱浜島書店","","簡売五10%","",8000,,"期首振替　㈱浜島書店　R7.07","","","",,"","2026/08/15",27298
"[明細行]","2026/06/30",,"本決","NO","","","","","売上高（5種）","ジェイエイ・トービス㈱","","簡売五10%","",297000,,"前受金","","","対象外","",297000,,"ジェイエイ・トービス㈱　R8.07～R09.03","","","",,"","2026/08/15",27305
"[明細行]","2026/06/30",,"本決","NO","","","","","売上高（5種）","㈱浜島書店","","簡売五10%","",82500,,"前受金","","","対象外","",82500,,"㈱浜島書店　R8.07","","","",,"","2026/08/15",27306
"[明細行]","2026/06/30",,"本決","NO","","","","","売上高（5種）","㈱浜島書店","","簡売五10%","",8000,,"前受金","","","対象外","",8000,,"㈱浜島書店　R8.07","","","",,"","2026/08/15",27307
"[明細行]","2026/06/30",,"本決","NO","","","","","法定福利費","","","対象外","",119318,,"未払金","","","対象外","",119318,,"社会保険料　6月分","","","",,"","2026/08/17",27560
"[明細行]","2026/06/30",,"本決","NO","","","","","未払金","","","対象外","",309268,,"楽天カード","","","対象外","",309268,,"期首振替　楽天カード㈱　R7.07.27引落し分","","","",,"","2026/08/15",27481
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27396
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",5374,,"消耗品費","","","課対仕入10%","",5374,,"AMAZON.CO.JP","","","",,"","2026/08/15",27397
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",2117,,"消耗品費","","","課対仕入10%","",2117,,"AMAZON.CO.JP","","","",,"","2026/08/15",27398
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",7775,,"消耗品費","","","課対仕入10%","",7775,,"COGNITION LABS (DEVI利用国US","","","",,"","2026/08/15",27399
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",2970,,"通信費","","","課対仕入10%","",2970,,"さくらインターネット","","","",,"","2026/08/15",27400
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1966,,"福利厚生費","","","課対仕入10%","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/15",27401
